ID,Market,Region,Customer Feedback,NPS,ROUTERID
6581978,Singapore,North,Pricing can be more competitive as more people are going into unlimited mobile plans to tether their home devices,9,22582
10987725,Singapore,West,Too expensive,7,22583
5982209,Singapore,West,A lot of the programs has been removed from the standard package that I pay with no reduced subscription payments,4,22584
15797879,Singapore,North,The broadband still abit expensive.,9,22585
21869491,Singapore,West,No complaint so far. No downtime and the wifi run smoothly,8,22586
6343894,Singapore,East,Not competive,8,22587
5883807,Singapore,West,All good,7,22588
16616771,Singapore,North-East,Every time my family complaining the internet is laggy n they r unable to do their work,4,22589
13541124,Singapore,North,Sometimes not good data connections,8,22590
6032850,Singapore,West,âïžâïž,0,22591
16783574,Singapore,West,Keep getting disconnected at least 5 times a day,4,22592
6089490,Singapore,East,I am an old & loyal customer & am extremely satisfied with the service,9,22593
5682444,Singapore,North,"Used it for years and so far seldom see big issue, performance is also quite stable.",8,22594
20774115,Singapore,Central,"the coverage and speed are lacking and even in a small place, i hardly get full coverage",3,22595
20774115,Singapore,Central,the coverage is below average despite having two routers in a two bedders.,4,22596
6632139,Singapore,North-East,Slow wifi connection,4,22597
6213812,Singapore,East,Very rarely down nowadays,9,22598
18832965,Singapore,North-East,Pricing can be value for money with more channels included.,5,22599
18311677,Singapore,East,Not much promotional,10,22600
18325597,Singapore,North,Na,6,22601
16496289,Singapore,Central,Your broadband plan does not come along with a good router! Whats the use of giving us a nokia beacon 2 router when it is worse than my current linksys ea8100? And i have to get two to have a slightly better coverage than my current one? It doesnt make sense! Give me a good router!,0,22602
6585818,Singapore,Central,"Good quality service, wifi can be patchy sometimed",8,22603
6585818,Singapore,Central,"Overall happy with the service, sometimes i have to reset (restart) my router.",8,22604
16225085,Singapore,North,"Improvements are required. For eg, upgrading WiFi sets for existing customers to ensure their experience is seamless. You need to keep up with your competitors,  or boot, existing customers could move on to competitors. So it's not just about attracting new customers and ignore the existing ones.",7,22605
22764225,Singapore,North-East,Broadband service has been intermittent. Reset on the modem and router daily for the last couple of months. Has improved recently.,5,22606
18699043,Singapore,North,I haven't experienced any connection problems so far.,10,22607
18499600,Singapore,North,The Wi-Fi is unstable and cuts off. Especially when streaming on the TV. We have an extra router to make the coverage better but the Wi-Fi is still slow and lags wen on the laptop. It has been worse the last two weeks especially.,0,22608
6528457,Singapore,North-East,The new Nokia Beam seems to be unstable on the signal transmission and need to reset from time to time .,7,22609
22283018,Singapore,West,Wi fi always got problem connecting and receiving,5,22610
6654219,Singapore,North-East,Inconsistent download speeds,5,22611
15979801,Singapore,North-East,A little pricey,8,22612
21294923,Singapore,North-East,Due to lay out  of house some connection is weaker,10,22613
19977062,Singapore,North,Nil,7,22614
19977062,Singapore,North,6,7,22615
13337361,Singapore,North,Channel choices getting lesser. Connection unstable for Internet.,5,22616
13337361,Singapore,North,Network keep dropping. Low bandwidth,2,22617
6133891,Singapore,Central,Nil,7,22618
6133891,Singapore,Central,Nil,8,22619
5876127,Singapore,North,Overpriced plan with slow and sometimes unstable connections,5,22620
6612698,Singapore,North-East,Am expecting price package to come down as the technology matures.,7,22621
11018686,Singapore,North,WIFI in the late afternoon can lag,7,22622
12524709,Singapore,North-East,Slow,5,22623
6042450,Singapore,East,Customer service has been v good,10,22624
21990933,Singapore,North-East,3,4,22625
10981485,Singapore,North,Service good,9,22626
6163412,Singapore,North-East,"The internet run at a very slow speed. What worse is that the connectivity is on and off. I have to restart 1 or 2 time in or to get some signal.. Even when we call your customer service crew. They just say that everything is fine. For whatever reason of your support, if everything is fine which customer will bother calling your hotline service which still need to wait for your services to pick up the call. And we have already signed your service since the start of our new house which is about more than 10 year plus. Am very disappointed over the whole issue and service provided.",0,22627
6163412,Singapore,North-East,Very lack n slow,5,22628
21482125,Singapore,North,Over all happy with your services. Thanks.,10,22629
22952628,Singapore,West,"My signal is quite bad sometimes during night time and weekends. Also the WiFi cannot cover my entire house. In some part of the room, it is not possible to connect.",2,22630
16508289,Singapore,North-East,Broadband and wifi unstable,7,22631
5996609,Singapore,North-East,Great and very pleasant experience overall.,9,22632
5749405,Singapore,East,"I am IT specialist,  i know what is best for me and my family.",10,22633
22535741,Singapore,North,No opinion,8,22634
18324157,Singapore,North-East,10,10,22635
6077010,Singapore,Central,"House small so coverage no issue, braodband charge on the high side, sign up at funan starhub centre but the 2 sales girls service BAD",7,22636
20758514,Singapore,North,"The router not really an issue coz the performance quite to be compared between each brand but starhub modem is only have 1 LAN connection so if u need wired connection, customer need to buy a switch Plus since the lan port now start to change from 1Gbps to 2.5Gbps/10Gbps per port Hope starhub can be the first who upgrade the modem or router so the customer can FULLY enjoy the 2Gbps speed",7,22637
16012770,Singapore,North-East,Connection unstable. Very bad customer service.,4,22638
19501223,Singapore,North,No,10,22639
11709024,Singapore,North-East,Satisfied with the service provided but pricing could be adjusted in comparison with other service providers and also the current pandemic situation,9,22640
19983390,Singapore,West,No comment,8,22641
19983390,Singapore,West,"After changing to the new tower router, the coverage is lesser as compared to before",8,22642
15076756,Singapore,Central,"lots of disconnections in past 3 months but no way to prove it as by the time we reached the modem, connection is restored.  seems to be DNS and/or network related?",0,22643
6626467,Singapore,West,"Frequent breakdown of broadband, frequent router issues, poor WiFi coverage in a 4 room flat. Phone line stopped working. The starhub hot line is impossible to get across. Would have upgraded to singtel if not for contract. Friends in same area using singtel do not complain of similar issues. Sigh.",0,22644
17976480,Singapore,North-East,There's intermittent connection and you guys can't solve it,0,22645
20509239,Singapore,North,WiFi very poor always no connection when I watch mewatch or utube,5,22646
6582066,Singapore,Central,Speed and coverage home not satisfying,3,22647
15703405,Singapore,North-East,"Router never stopped since first installation. However, sometimes the printer latches onto to the wrong access point. I'm using Nokia mesh and this causes problem with my computer finding the printer on the network so that to turn off one of the access points.",10,22648
19074977,Singapore,East,Very difficult to compare to other services as I don't use StarHub as my main connection.,5,22649
13534012,Singapore,North-East,NA,10,22650
13534012,Singapore,North-East,9,9,22651
16257094,Singapore,East,Wifi coverage is not consistent,7,22652
16257094,Singapore,East,Pricing is affordable comparef to many countries but the internet connection n speed is bad,6,22653
13330249,Singapore,North,WhatsApp call quality is bad.,3,22654
18359046,Singapore,North-East,Really poor service and quailty.  Systerm is very slow.,2,22655
20376036,Singapore,North-East,Not cheap,5,22656
5708213,Singapore,West,The broadband always stopped especially at weekends which is very frustrating.,6,22657
20677721,Singapore,Central,"Broadband drops service randomly, but nearly every night for extended periods",6,22658
19692986,Singapore,Central,"Some of the bundles are irrelevant. For broadband or home hub, bundle with a laptop or tv like last time would be more attractive n functional",6,22659
18003840,Singapore,East,Lately your services has been dreadful,3,22660
15707725,Singapore,North,Sometimes router speed drops for unknown reasons,8,22661
21243890,Singapore,East,overall I am fine with the experience and services. Thanks !,7,22662
15453801,Singapore,North,"The way Starhub has implemented the broadband service together with the new TV+ service leaves very much to be desired. I already have a google wifi mesh (from starhub) and recontracting will require me to install another nokia mesh (required for free to air tv on tv+). This forces me to recontract to the 2 gbps plan.. but this breaks my smart home infrastructure as now i will have 2 separate networks (stipulated by starhub that the 2 gbps must be split into 1 + 1) esp if i want to ensure enough bandwidth for my other activities. This makes makes solutions convoluted and expensive. Thus, it is very difficult to recommend starhub to family or friends as this will subject them to a world of headaches and a bad experience. Also, removing channels from the existing fibre tv plan (to force ur long time subscribers onto the new TV+) leaves a very sour taste. As a very very long time subscriber, I am very disappointed in how the implementation of starhub's services has turned out.",4,22663
22887195,Singapore,West,"Great service, very happy but little differentiation",7,22664
15410121,Singapore,North-East,"Keep having poor wifi, kept having poor signal n instead my neighbours wifi overwhelmed mine. Netflix too keep having poor reception. Need to restart often.",2,22665
18828733,Singapore,North-East,So far I have no issues especially during the circuit-breakers time,10,22666
18828733,Singapore,North-East,I believe that there is always room for improvement for the a better customer satisfaction.,8,22667
18962175,Singapore,North,Ok,8,22668
18962175,Singapore,North,"Internet very slow, try to improve! Don't just keep this feedback! I need action!",6,22669
14065380,Singapore,East,minimize down time,7,22670
16672780,Singapore,North-East,satisfied,4,22671
21794458,Singapore,East,Pricing needs to stay competitive,9,22672
6581586,Singapore,Central,Slow broadband,5,22673
6131099,Singapore,West,There are intermittent lapse in wifi speed and latency. Customer service is also not easy to reach. Hub online is making things easier but it takes awhile to figure out how to navigate it,7,22674
11054294,Singapore,Central,Tv box doesnt work. Was replaced. Still doesnt work. Changing channel takes 10 min if it works at all.,0,22675
15869248,Singapore,North-East,"Broadband and cable TV keeps getting disconnected, sometimes switching off and on the main switch does not help. Called Starhub before and the solution did not last. Very very disappointed.",3,22676
15869248,Singapore,North-East,"1.Understand the broadband is linked to cable TV, which has a wonky connection.  2.Living in a 3 storey home and there are blind spots at some corners even with mesh. But understandable because of the wide coverage area.",5,22677
5710613,Singapore,North-East,Plan getting more and more expensive for existing customers. No offer to faithful customers if you already signed up. Only good to new client for the first time sign up and subsequently all offer taken away.,1,22678
5988057,Singapore,East,No comments,10,22679
12620078,Singapore,East,Nothing special to mention at the moment. But quite satisfied with the service,7,22680
5776134,Singapore,North-East,I have uninterrupted service in last 6 months,10,22681
14972594,Singapore,North,"I have not receive any calls from Starhub, til to date. I have been charged monthly and yet I cannot even speak to any customer service til now. What kinda of service.  I need someone to contact me urgently on my plan.",0,22682
18791532,Singapore,East,Broadband sometimes quite unstable and will disconnect by itself.,7,22683
5907205,Singapore,North-East,Hav no probs with service. Enjoy the products.,8,22684
5907205,Singapore,North-East,"So far,  Starhub tv has kept me entertained with the  shows/programmes so hav no  complaints.",8,22685
18307474,Singapore,North-East,Reliable.But is guessed Starhub is still fixing bugs. I belive there are bugs still around n waiting to be fix.,10,22686
18307474,Singapore,North-East,"I have renewed my broadband,TV n mobile subscription.  The new android setup box and router is very unstable. I have to relocate in my account almost every week. Setup box works weird weekly.",6,22687
18307474,Singapore,North-East,Starhub has a good team of people handling situations n sales.  I am very satisfied with Starhub products n services except for some reliability issues.  Technical staff is very well equipped woth knowledge n handling of customer's complaints. Gambate to these staff.,10,22688
14865581,Singapore,North-East,Wi-Fi strength very poor. Pricing is expensive as compared to the service received.,3,22689
22258894,Singapore,West,"Firstly. The service is a far cry from my previous  ISP. I felt the media box very very cheap. In my experience with media box, it is very very unpleasant. It is very laggy. Keep having hang issues. Had I know it's this kinda media box setup, I will stick with SingTel.   Price plan is very ex compared to SingTel. Additional feature I have to top up with $. This is so expensive. With same price, I can access UCL and BPL / FA cup. Now only able to watch bpl. Very disappointing.   Extra services such as Disney+ was promised to me but eventually said I not entitled cos I did not fulfil the criteria! Very disappointing",0,22690
6438573,Singapore,East,The broadband for my unit is very-very bad  that the Wi-Fi always break and unable to service us well,2,22691
20994795,Singapore,West,poor connectivity for both broadband and mobile,6,22692
20994795,Singapore,West,poor connection,5,22693
6352171,Singapore,North-East,Seamless connection with no hiccups.,10,22694
6352171,Singapore,North-East,"when I used my laptop during work from home, the connection to my broadband got lost many times during the day.",10,22695
19003245,Singapore,East,NA,7,22696
19003245,Singapore,East,NA,2,22697
20308624,Singapore,North,Overall is fine. but mobile pricing can be more competitive,7,22698
18436116,Singapore,North,No comments,7,22699
21724646,Singapore,North-East,"The WiFi speed appears to be slower than before despite the number of devices used at home remains the same. This disrupts when working from home as sometimes the webpage stops loading. This also disrupt the extended WiFi coverage in one room where it used to be able to have smooth connection but now, videos need some time to load and play even when the WiFi bar is at 2 bars",5,22700
20044620,Singapore,North-East,Q1 rating to read as 8,8,22701
6599375,Singapore,East,"It keeps cutting out. Phone  and computer report ""no service"" Smart Speaker cannot play high bit rate music.",3,22702
15142786,Singapore,North-East,"New signups, took new broadband eqpt, but the network seems to be weaker n more eqpt is reqd to support.",7,22703
5897605,Singapore,North-East,The price can be lowered. Should have more rebates for loyal customers.,7,22704
6450573,Singapore,West,Hope to see more channels on basic plan,8,22705
21488962,Singapore,Central,"Too expensive even after signing up a long-term contract, competitors offering cheaper rates",4,22706
19580693,Singapore,East,"No issues, not much disruption, good customer service, clear billing etc",9,22707
19580693,Singapore,East,Rarely any disruptions and minimal technical issue,10,22708
19223808,Singapore,North-East,Signals drop at times; issues with TV box.,5,22709
14999503,Singapore,North-East,It was not acceptable to ask your customers to have to register in order to claim compensation for your broadband downtime.,2,22710
16633208,Singapore,East,For loyal customer should give more discount just like cooperate customer,7,22711
11932737,Singapore,West,Nil,8,22712
12941952,Singapore,North-East,Great service,10,22713
18880363,Singapore,North,You provide good service but inside my apartment- the wifi signal does not cover all my rooms properly,10,22714
21006315,Singapore,North,nil,8,22715
18805242,Singapore,North,Your products are not fit for purpose and I feel violated.,0,22716
16371124,Singapore,West,Keep going ! Well done,8,22717
22844743,Singapore,East,happy with wofi network,9,22718
6158008,Singapore,East,Connection can be quite patchy in the middle of my meetings,1,22719
5961445,Singapore,Central,The pricing is not as competitive as some other providers. But I have been with starhub for a long time and very happy with customer service so there is not push factors for me to change,8,22720
16779851,Singapore,East,Except the price is high,7,22721
14150130,Singapore,North,Poor connectivity every now and then.,7,22722
19246848,Singapore,North-East,"Only 1 port on the modem works. I'm unable to connect via lan using the other ports. Also, Instagram doesn't work on WiFi. I've gotta use 4G to browse Instagram at home.",8,22723
19246848,Singapore,North-East,Nil,7,22724
6053127,Singapore,North,The service is reliable,10,22725
22105772,Singapore,North,No failures in services when I use it,8,22726
22105772,Singapore,North,Have had no reasons to be dissatisfied with the services,8,22727
15008384,Singapore,East,Nokia router sucks. Waste my money,3,22728
12030898,Singapore,North-East,Nokia wifi router given by starhub is one of the low quality products I have ever seen. I had to buy new wifi router. Nokia one is useless. After my contract I will transfer to another provider.,5,22729
16796651,Singapore,Central,"Sometimes there is some problem, which is fixed in few hours. Nevertheless, it is the reason of the grade 9 for the first question.",10,22730
21828328,Singapore,West,StarHub is overall a good company for me since I been using StarHub for the past 10 years.There isn't any issue with StarHub at the moment which is a good thing.But sometimes the wifi might have abit of lag issue and Low delay,9,22731
19196207,Singapore,North-East,"At times, connection not good.",7,22732
21393201,Singapore,North-East,No disruption so far n trouble free,9,22733
15439910,Singapore,West,All good,8,22734
19936550,Singapore,East,There are still room for improvement.,7,22735
15290319,Singapore,East,"Slow streaming speed, movies kept bluffing",4,22736
11423140,Singapore,East,Price is resonable,9,22737
21198249,Singapore,North-East,Assist me with my problem and advise me of next of action. Really appreciate it.,10,22738
18286525,Singapore,East,Signal strength throughout my flat is quite strong.,10,22739
18604289,Singapore,East,The reception is strong and the pricing is better than my other service provider,8,22740
6090258,Singapore,North,Past experience,7,22741
6345142,Singapore,West,Interrupted connection and sometimes I need to turn on data. Even close to wifi also cannot stay on the top speed. Will lag when watching livestreams.,8,22742
21255610,Singapore,North,Qn 1 the only reason it's not full 10 rating is because you give me fine so quickly for late payment. I think you should be more lenient. Sometimes I just forgot or put it off because I busy.   Qn 2 my friends all have their own internet provider.   Qn 3 the pricing is good to me. Of course it'll Better if you could make it even more affordable.,4,22743
18630930,Singapore,East,3,2,22744
21396252,Singapore,East,The broadband connection is quite unstable at times,6,22745
18047001,Singapore,Central,Poor coverage,1,22746
21752177,Singapore,Central,Very fast and stable. Similar price to what I paid in the UK.,9,22747
6355222,Singapore,West,No,8,22748
6131779,Singapore,North-East,HDB 4 room flat still need extender to get stronger signal in the rooms. Using 2 routers.  Not sure why unable to get stronger signal.,6,22749
21914660,Singapore,East,I never get WiFi signal in my master bedroom and I need to switch to 4G to use internet from my master bedroom. I have 3 Google WiFi and still not getting WiFi signal in master bedroom. For big house StarHub should provide proper solution to get entire house coverage.,7,22750
18912214,Singapore,North-East,Overall ok,8,22751
6562586,Singapore,East,Broadband speed is slow and signal dropped off in particular on Sunday morning. Pricing is average,3,22752
21955221,Singapore,North,Broadbank signal not too strong. Wifi router given has weak signal strength,5,22753
21167529,Singapore,West,NIL,4,22754
17789237,Singapore,North-East,I hv to pay for additional router for my bedroom as advised if I want better coverage,5,22755
11545062,Singapore,West,Bandwidth not stable during peak hours,6,22756
11545062,Singapore,West,M1 Home Broadband is more value for money,7,22757
11545062,Singapore,West,Nil,7,22758
16700820,Singapore,North,The reception not so good when peek period,4,22759
17729476,Singapore,Central,Good,10,22760
17729476,Singapore,Central,Some downtime in the last month which was for a span of 3 to 4 days minus some pts,9,22761
14900073,Singapore,North,"1.Call service centre no answer.  2. Our plan is 1000Mbps, but what we received is about 100- 200 Mbps. Its very disruptive during our working online. Feel like being cheated.",2,22762
6331702,Singapore,Central,"Always show internet not available, can't connect in room",5,22763
6249861,Singapore,East,Need to improve connectivity speed and coverage.,4,22764
18767252,Singapore,East,"I am not able to access StarHub broadband all the time. In a day, when I use my phone to access applications which require internet connection, I encounter a few times I could not see the stock charts due to inactive internet connection. When I access the workshop via zoom, the video just stops because the internet connection is lost.",8,22765
16739461,Singapore,North,Internet sometimes drops expectedly and slowdown at certain times.,8,22766
16739461,Singapore,North,The wifi signal is not strong enough to cover my entire 5 room flat. The signal is weak and speeds are low in the master bedroom which is 2 rooms away from the router.,8,22767
13484531,Singapore,North,Nil,8,22768
18011240,Singapore,West,Network everytime got problem. Cannot see StarHub tv,0,22769
22597710,Singapore,North-East,Cos the ping is too high during gaming and it is only single user during off peak timing,6,22770
12635158,Singapore,North-East,I have no issue so far,10,22771
6248901,Singapore,North,"So sorry to tell you my bad feedback: I am the top supporter since STARHUB launched in Singapore. (Please check my history record in my profile)Totally connected  with starhub tv and broadband till today. For these previous years,all your services let me very disappointed. Now my starhub tv set top always got hang and very slow speed. not even recorded with the hard disk nowaday   And even all programes recorded suddenly all deleted without any reason. Reuter very low speed if compared with the previous reuter.",0,22772
14262143,Singapore,East,So far no issues,9,22773
19511503,Singapore,West,Broadband is slow and I got cut off during Zoom meetings.  When I use the wifi for my mobile phone at home I received delayed WhatsApp messages,4,22774
20613360,Singapore,North-East,Sometimes other vendor havin better offers and effective service,5,22775
14295984,Singapore,East,Lousy,0,22776
21969621,Singapore,East,"I have one router in bedroom, 1 in living room. The signal in bedroom is very poor, network can't connect that I can't have video meetings when work from home",6,22777
14251583,Singapore,Central,Nil,7,22778
14251583,Singapore,Central,"Pricing isn't very cheap, neither is it expensive.  Friends have their own preferred ISPs, and have a lack of faith in starhub.",5,22779
20088712,Singapore,North-East,slow broadband speed even with child nodes,6,22780
6529225,Singapore,North,"Network stability, good pricing but lousy supplied router. There are other network provider giving much better router",9,22781
5807534,Singapore,North,Ok,8,22782
21877459,Singapore,East,"Very unstable, not worth all the money we pay for all the extra devices and services",6,22783
18099082,Singapore,East,"Stable connection, good loyalty Recontract, Netflix / Disneyplus / Amazon prime on us program",8,22784
20824323,Singapore,North-East,Intermittent failures in connection,8,22785
13863257,Singapore,West,"Overall ok to use, but sometimes low speed, coverage at some places are very low such as toilets.",5,22786
21438733,Singapore,North,Slow and sometimes hung,7,22787
5980310,Singapore,Central,The Internet keeps dropping,0,22788
20467651,Singapore,East,"Generally usable connection, but it gets wonkier than a bisexual gummy worm when nearing the end of the month or around 0100+ hrs",5,22789
19440915,Singapore,North-East,Keeps dropping and you never solved the issue after many contavts. I had to keep my my republic plan going too so I could switch between plans to keep working,0,22790
6011030,Singapore,North,No comment,10,22791
6135352,Singapore,North-East,Recently the signal have been poor and dropping frequently. Very annoying if you are having a virtual meeting and working from home,4,22792
6551518,Singapore,North-East,unstable signal of broadband,3,22793
14126514,Singapore,North-East,No free router with renewal,9,22794
14126514,Singapore,North-East,Speed is limited to 1 Gb only,9,22795
12896975,Singapore,North,Always lost connection,4,22796
13207300,Singapore,North,I am satisfied,8,22797
13442024,Singapore,North-East,Nil,7,22798
13664027,Singapore,North-East,the price is so expensive,5,22799
13664027,Singapore,North-East,should be cheaper,10,22800
15645977,Singapore,North,Highly reliable. Always on,10,22801
20194527,Singapore,North-East,Connection in the room is not too fast even though a router connector has been placed in the room to boost the speed.,5,22802
11820799,Singapore,Central,No customer loyalty rewards. Will jump ship when opportunity comes,0,22803
11820799,Singapore,Central,Pricing is not competitive. Will switch whenever there is a good deal,2,22804
20015724,Singapore,North-East,Very stable,10,22805
19609638,Singapore,West,StarHup no more user friendly service provider.. Till today we are facing internet problem on and off weak net work very slow .. Very soon intend to change to another service provider who's internet net work are stronger..,2,22806
15562696,Singapore,North-East,Na,8,22807
18535621,Singapore,North-East,No comments. Tq,7,22808
18535621,Singapore,North-East,NA,7,22809
6199913,Singapore,North-East,"Poor connectivity, bad experience where always no connection to TV",3,22810
14505720,Singapore,East,Have 1GB fiber but am seeing that Wi-Fi is very spotty now a days. Perhaps your 2GB plan is better but a bit pricey...,5,22811
19224672,Singapore,North-East,Should have customers loyalty bonus or incentive to entice ppl to re-contract,9,22812
19532597,Singapore,West,Good,8,22813
5861748,Singapore,North,No loyalty gratification. Prices increase service remains stagnant. Router is chargeable even for loyal subscriber and no voucher. In comparison to  the previous management.,5,22814
5861748,Singapore,North,Services are deteriorating. Charge extra for the box but always have problems when using it.,5,22815
16001183,Singapore,North-East,The network is unstable.,3,22816
6157912,Singapore,North,"Too many provider for now, but starhub prices are slightly above avg overall. Can accept with the service provided, but not as attractive when compared with new upcoming plan from new provider",8,22817
6157912,Singapore,North,"Currently still using a older mesh which had smaller coverage, unable to change to nokia due to my parent old tv which dun support hdmi",8,22818
13769149,Singapore,Central,"package not many options, price too high.",6,22819
19426515,Singapore,East,I am overall very satisfied with StarHub services,10,22820
5894868,Singapore,North-East,Wifi drops several times daily,8,22821
6200873,Singapore,East,Got broadband as a package deal with TV+. Your TV+ box is a real piece of junk.,7,22822
21252943,Singapore,West,"At certain timing The wifi connection will fail on my laptop, (when the modem is on)  Very frustrating",5,22823
6445677,Singapore,East,Very good,10,22824
16748314,Singapore,East,"Stable, good customer service",8,22825
18688504,Singapore,North,Starhub service has improved and they value their customer service. Need improvements on their broadband services,8,22826
18688504,Singapore,North,Starhub has good & affordable plans but need to improve their internet services.,8,22827
19733480,Singapore,East,Good service,10,22828
20949338,Singapore,North-East,Speed is good. Router size is compact,8,22829
20645974,Singapore,North-East,"So far all goes well, hope can be cheaper for Pioneers, no income, not working. Understand Singapore has a few telecos Thanks",10,22830
20645974,Singapore,North-East,So far no problem at all,10,22831
15788539,Singapore,North-East,Do not follow up on my case. Told to call back back dont call back for 1 month plus. Very bad follow up on case. How to recommend on this type of service? Call up a few times on follow up case. Say will call back. But no call back at all...,0,22832
21190782,Singapore,North-East,Wifi not good,1,22833
21190782,Singapore,North-East,Wifi very weak signel,1,22834
15764539,Singapore,West,"Overall service is good as I did not encounter any major issues, all were manageable and service from star hub crew at outlets were good. As for price, I believe for loyal customers are major discount is to be given.",9,22835
18752585,Singapore,North-East,Broadband network tends to be intermittent,7,22836
6821523,Singapore,North,"The connection is poor, despite having a router.",2,22837
6307435,Singapore,Central,I rate base on the time I'm at home using the internet,8,22838
6471117,Singapore,West,The Internet is not very strong when facing WFH situations. It can get quite cranky.,5,22839
20436690,Singapore,East,Hassle free and friendly service.,8,22840
20436690,Singapore,East,Nil,8,22841
20436690,Singapore,East,Nil,8,22842
20436690,Singapore,East,Nil,8,22843
6093351,Singapore,North-East,I duno why I have to subscribe to 2 other add-ons before I can subscribe to Disney+,6,22844
6093351,Singapore,North-East,I prefer Starhub to Singtel boardband,8,22845
22096556,Singapore,East,Always lose connectivity. Very short bandwidth,4,22846
17848251,Singapore,North-East,"StarHub TV is a disgrace, your broadband is good but the end devices are sub-par and hence we use our own. WiFi rating above is for our own devices",5,22847
5773667,Singapore,West,Unstable connections and slow,4,22848
18082734,Singapore,North-East,Bad connection for Stahub Tv. Keeps hanging. Working from my room and getting low speeds. Need a better router.,0,22849
18082734,Singapore,North-East,Terrible TV viewing quality.,0,22850
19894282,Singapore,North,We have been unable to watch cable TV for 3 months now. We have been calling Starhub to inform about the scratchy sounds and lagging feeds which  freezes up the screen for cable TV. And every time Starhub just guide us to reset the switches which doesn't work. They sounds and problems keep coming back. Please refund the past 3 months of cable TV subscription fees. We have not been able to watch anything at all.,5,22851
5693025,Singapore,West,No comment,2,22852
5873672,Singapore,North,Homehub bundle keeps changing and getting more expensive for less content,5,22853
14113478,Singapore,North-East,na,10,22854
17972977,Singapore,North,Un interrupted connection,9,22855
6096396,Singapore,North-East,N.A.,6,22856
6096396,Singapore,North-East,,7,22857
20921902,Singapore,North-East,Paying for an extra beacon still didn't solve the wifi coverage issue in my 4rm HDB unit. Connection is really bad in master bedroom despite the beacon is already placed in the next common room. Waste of money!,5,22858
20921902,Singapore,North-East,"Not happy with the subscription, as the wifi coverage is weak at last room even though i have paid more to add one more wifi beacon. Furthermore, wifi is unstable too.",5,22859
13989636,Singapore,East,The pricing of products can't justify the contents.,5,22860
6421601,Singapore,East,Hotline hard to get thru,5,22861
16062788,Singapore,North-East,No issues with the performance of the broadband but customer service is really below par. Need to go through a long list of options before getting to speak to someone and another waiting time before someone attend to the request. Issue did not get resolved and needed to go through subsequent call to resolve the issue,2,22862
13636111,Singapore,East,Difficult to connect. Drop-off many times.,4,22863
6476801,Singapore,East,My wi-Fi away hang. My starhub  TV programme nothing to watch.,8,22864
19074834,Singapore,East,Line at west of Singapore connection is not so good,8,22865
20556616,Singapore,East,Good performance but probably no difference from other telcos.,8,22866
20556616,Singapore,East,Ridiculously poor router selection for a premium plan. No Wifi 6.,7,22867
6224558,Singapore,North-East,Good service,8,22868
5854952,Singapore,West,Can be better,8,22869
19205396,Singapore,East,"The only issues I have with StarHub broadband/ broadband tv are the choice of channels and connection issues. Tech guy came a couple of times to fix connection to channels, disruption still exists",8,22870
13932275,Singapore,North,1. Signal was weak. 2. Taking very long to connect when watching Netflix  3. A few times lose connection,5,22871
6424001,Singapore,North-East,Call centre.  Hire more ppl . Reduce waiting time just to troubleshoot basic issues . I know there is benchmark on how long u have to wait . But does starhub wants to be a benmark or something more,1,22872
17862095,Singapore,Central,Stable connection (only down once during CB)+price,9,22873
17351367,Singapore,Central,Charges v high,5,22874
6478721,Singapore,East,"Got google mesh WiFi with three routers, still got blind spots in my 1400 sqft apartment.",4,22875
6434081,Singapore,North,Great experience,9,22876
19608602,Singapore,Central,"Not the cheapest, not the fastest but reliable",7,22877
6275918,Singapore,North-East,Nil,9,22878
18447464,Singapore,East,Sometime connection becomes very slow and laggy even though router analytics says 'blazing fast!',4,22879
15253255,Singapore,East,Unstable wifi,7,22880
18434984,Singapore,North-East,Better network connectivity,7,22881
21072624,Singapore,West,"Many times not well connected,  and very fast send bill and ask to pay makes me unhappy",3,22882
18560746,Singapore,East,The current services StarHub provide are undeniably most satisfying and the BEST.,10,22883
6853127,Singapore,North-East,Service has been reliable and pricing is reasonable.,10,22884
6853127,Singapore,North-East,Service has been good,10,22885
6853127,Singapore,North-East,Service is good,9,22886
6346239,Singapore,East,Been using starhub almost 11 years and never had any issues. Keep up the good work,10,22887
5720070,Singapore,North-East,In house sometime 3bar on mobile. Wired good,10,22888
11668081,Singapore,East,"Devices occasionally cannot convert to Internet via wireless, have to switch to mobile network. Original DNS settings caused connection issues, had to get support from Linksys helpdesk who were very helpful compared to Starhub helpdesk. Still have issues connecting to watch TV when TV is switched on.",7,22889
11668081,Singapore,East,Broadband performed without any issues. Does its job for average user like me,10,22890
19990208,Singapore,West,Recently the broadband speed seems like slower,8,22891
19990208,Singapore,West,Recently I experience high disconnection rate while using my Wifi at home. But this is not the first time it happened,8,22892
15074693,Singapore,East,I am not happy with STARHUB!!! I understand on the 8/3/21 there's a channel that going to be closed!!!,5,22893
20347573,Singapore,West,Everything is alright,10,22894
6626324,Singapore,East,Broadband prices is high but recent drop in signal,7,22895
19490040,Singapore,North,WiFi not stable TV+ hang,3,22896
19490040,Singapore,North,"Sometimes slow; hang,",3,22897
21531751,Singapore,North,no frill and value for money service.,7,22898
6196477,Singapore,East,Due to ur changes of some channels n last time with the old box i cld record my miss episodes now everything got to pay. N i cant record the episodes i miss,7,22899
13686031,Singapore,North-East,Signed long time but no good promotion to me,6,22900
