ROUTERID,Device Type,Signal Decibel,Data Downloaded,Data Uploaded
20278,Smartwatch,-54,829930772,213914793
7395,Printer,-87,524273789,186150859
9573,Security Camera,-54,329319883,822364984
2155,Desktop,-85,548112701,205211018
14014,Smartphone,-94,230489045,739992484
7018,Printer,-60,475730368,552113969
1212,Smart Speaker,-70,326989437,649546165
817,Smartwatch,-81,886079839,479118334
12062,Printer,-72,174020961,841214466
8659,Desktop,-72,194219325,777361158
7105,Smartwatch,-97,137209620,209644292
1440,Security Camera,-59,767249141,161038269
12675,Desktop,-75,10118320,10388891
3363,Laptop,-52,94768210,963834142
21722,Desktop,-71,526821540,950677760
491,Smartwatch,-92,447234702,172287773
3021,Desktop,-91,156173660,712491078
6619,Smart TV,-53,121776679,840397113
7263,Printer,-76,610450772,217740094
18028,Smart TV,-93,700327765,766807369
800,Desktop,-67,823211126,187739615
12672,Smartphone,-88,670868884,284330958
14712,Laptop,-71,600887305,402862902
19118,Smartwatch,-75,588682875,274494060
4172,Desktop,-98,700610462,598568396
20581,Smart Speaker,-100,877057219,619577885
9516,Smart TV,-62,119533688,217268833
20115,Gaming Console,-86,92931250,902347827
7639,Printer,-92,524531347,973666961
15071,Tablet,-62,886223272,394014863
820,Tablet,-61,353198002,446147062
3012,Laptop,-83,278111024,505481315
1703,Smart TV,-54,23972874,478085658
13260,Tablet,-75,823470851,348172789
7460,Smart Speaker,-63,121735085,499564553
16123,Smartphone,-81,751263031,801139075
9011,Desktop,-93,538026899,82364418
9726,Printer,-64,642262381,534024275
11029,Smart TV,-70,79527617,687290572
2601,Smart TV,-60,273540915,299599213
20849,Gaming Console,-84,295872583,97956849
41,Tablet,-81,156864376,776960517
9720,Tablet,-67,745291699,586064377
21698,Smartwatch,-56,957252208,98408854
5784,Laptop,-93,348175592,44429007
1702,Security Camera,-93,484303745,879156776
1394,Smart Speaker,-68,266371455,451978984
6627,Smartphone,-63,800509748,995617847
22911,Smartwatch,-88,630533670,917191433
9104,Printer,-77,686564748,285115322
14675,Gaming Console,-80,171702811,743287060
20756,Laptop,-71,64499818,367688327
21923,Desktop,-80,248578929,372992084
16347,Tablet,-69,672120324,527556016
14682,Tablet,-63,966960357,157512132
12426,Desktop,-79,463574160,589771638
16231,Printer,-100,311569061,153678734
15124,Smart TV,-61,941993493,27702669
11276,Laptop,-54,654564732,952409919
22047,Smartwatch,-65,684823912,604761861
7205,Security Camera,-77,899604269,846946048
5231,Gaming Console,-81,421423874,823303927
11878,Security Camera,-63,465616880,65712207
2479,Smartphone,-52,293045152,977414906
4583,Desktop,-55,874295699,769290340
19598,Desktop,-65,89450198,110989646
14206,Laptop,-54,109219380,619408790
13274,Smartwatch,-70,673558627,931061537
16154,Desktop,-50,324474114,786068435
1673,Printer,-99,252413560,893858281
2401,Tablet,-75,842813245,875792272
12774,Smartwatch,-97,365163781,153087957
16311,Smartphone,-89,469048681,572163388
15616,Desktop,-56,406647985,871372422
19288,Security Camera,-74,820972489,413562916
17971,Smartwatch,-73,960760612,514351270
1743,Gaming Console,-56,287643608,459587492
19874,Smartphone,-92,887389110,401699609
10760,Smartwatch,-84,559577056,876341132
11165,Gaming Console,-52,4381632,758788453
10973,Smart Speaker,-94,122089525,775348781
6592,Smart TV,-85,232549891,204863136
5998,Tablet,-99,142199496,579593887
8336,Gaming Console,-99,398803216,184940973
1115,Security Camera,-78,392415752,378741306
20429,Desktop,-96,270109427,492333669
22151,Printer,-95,950414228,259250129
2855,Security Camera,-90,607346861,198971304
13894,Laptop,-84,100649494,103818595
9117,Smart Speaker,-57,239903167,652093996
8297,Smartwatch,-50,207368095,471835709
16483,Security Camera,-95,381710062,681652562
178,Smart TV,-66,827446116,689922339
9962,Gaming Console,-100,878219474,714622142
1042,Smart TV,-63,676234101,608381634
8600,Smart TV,-81,937966899,100854667
9352,Smart TV,-71,342642039,894724689
1572,Laptop,-51,295802502,9156557
3115,Laptop,-96,715283655,944453594
7236,Smart TV,-95,208786858,80232412
154,Laptop,-61,648914795,595583224
16240,Smart Speaker,-68,996581441,189154040
21324,Smart Speaker,-71,784780513,582612668
3568,Tablet,-90,671341845,350353187
10932,Gaming Console,-69,217549387,930523926
3220,Gaming Console,-93,215437156,369330164
16313,Laptop,-92,808641816,34091110
20410,Smart TV,-73,717131973,334206857
9874,Gaming Console,-68,31893679,191027480
12877,Smart Speaker,-51,136306311,447342444
3489,Smartphone,-83,183989679,376221343
18851,Smartphone,-73,204414378,774966501
7995,Smart Speaker,-54,487868719,384654413
19908,Smartwatch,-75,702703256,289449876
12699,Smart TV,-60,937341478,474806503
13935,Smartphone,-82,465270670,821328285
19558,Smart TV,-94,825483760,331894572
2289,Gaming Console,-50,946912803,800107166
3814,Tablet,-64,506263409,471810800
11200,Gaming Console,-67,487022570,163343210
8974,Smart TV,-89,499357709,671405794
8386,Gaming Console,-98,315314067,332158141
12648,Printer,-93,374057881,899977533
4839,Tablet,-84,513834813,786992284
952,Smart TV,-61,179623075,590277190
13339,Laptop,-65,176758585,621751891
3683,Security Camera,-100,629222232,89884822
10190,Laptop,-93,212940014,758036565
22549,Tablet,-79,655955417,131828971
7186,Laptop,-55,121163520,644711943
2313,Laptop,-98,765413635,221777396
5285,Smart TV,-80,86178108,966088218
17588,Gaming Console,-54,863176263,305923028
3101,Laptop,-57,188120404,489818080
4723,Laptop,-97,381052292,186588861
14552,Laptop,-74,678097681,475293416
14602,Tablet,-56,517340652,16195705
19294,Desktop,-64,555988241,900409933
6518,Security Camera,-58,768817984,609945679
8253,Smartwatch,-72,212780669,948811188
13993,Desktop,-76,679319184,842157975
5106,Smart TV,-85,721454376,760997175
6411,Smartwatch,-65,507203821,379338813
3483,Smart TV,-81,119257640,307119228
9479,Smartwatch,-57,753058247,34763899
16416,Smartphone,-85,892001730,703053324
10409,Gaming Console,-64,744446812,502667544
8571,Smartphone,-59,685245384,719143985
12185,Printer,-76,88850524,427972402
16144,Smart Speaker,-79,803667659,515378135
16990,Laptop,-55,314210985,296692608
21775,Desktop,-61,752657867,723768809
17082,Smartwatch,-88,464536102,464252758
19700,Printer,-94,748236537,656779257
3972,Smartphone,-88,722101656,931330993
23664,Tablet,-79,502155081,433471957
19013,Laptop,-83,13478645,545620835
8804,Gaming Console,-93,109543362,300814128
12661,Gaming Console,-68,618255781,143100217
1904,Tablet,-86,665049115,56846812
9124,Printer,-64,120846191,513658406
15435,Smart TV,-65,10348767,349282033
2820,Tablet,-54,474209193,987601891
16610,Smart TV,-90,139301403,993898916
15094,Tablet,-74,629699204,5138776
11649,Gaming Console,-75,862713719,146872924
15622,Tablet,-72,138024332,178177353
21966,Laptop,-65,248621952,567633825
18755,Desktop,-64,471747675,358869193
21208,Smart Speaker,-67,226801943,534137613
14415,Tablet,-72,431573174,857393568
11179,Laptop,-59,8627677,705359950
6819,Laptop,-57,393459210,228252639
15472,Security Camera,-73,521885924,256746523
21500,Security Camera,-81,105790448,849860409
20885,Tablet,-74,854656930,513584595
18283,Gaming Console,-76,153630263,761987241
4208,Smartphone,-88,411449022,348926580
9069,Desktop,-62,936248421,740323870
4604,Tablet,-58,650809467,149692269
23137,Smart TV,-91,987334267,64273015
5323,Smartphone,-93,189311610,905127299
1576,Gaming Console,-95,32952934,509118644
18533,Smartphone,-58,842649302,621149631
14874,Gaming Console,-75,455089728,840317656
21361,Smart TV,-59,23780807,706638699
20110,Smart Speaker,-53,849627701,812195960
7266,Smartphone,-82,480823704,220404322
7836,Security Camera,-68,412537687,930964325
2361,Laptop,-55,319491384,178449788
16460,Smart Speaker,-68,581991033,299120793
3199,Smartwatch,-84,930805613,543807652
832,Gaming Console,-93,540348313,170871409
12273,Smartwatch,-55,356111403,954773661
11336,Smartphone,-54,43933808,372719738
14925,Smartwatch,-94,445185659,176708137
898,Printer,-96,653449047,272999018
18401,Gaming Console,-93,765157256,770483030
3765,Smart TV,-52,772193799,499405103
7314,Laptop,-59,156927966,403080888
16701,Gaming Console,-63,474825715,381084819
13770,Security Camera,-53,793433506,799566448
19439,Security Camera,-91,379862415,988966113
22949,Gaming Console,-94,670460115,793321792
6821,Gaming Console,-88,480259918,794827547
2136,Printer,-80,604045430,722315792
2522,Printer,-95,603948278,798550073
1829,Printer,-100,422849835,457892196
20903,Gaming Console,-90,659846432,445948984
3915,Printer,-75,838452217,354708519
8758,Security Camera,-62,755468200,126391600
11549,Smart TV,-100,635931475,94935444
2553,Smartwatch,-87,638958955,202841350
20865,Smart TV,-77,721172763,403550119
12063,Printer,-67,926576214,124981160
5257,Security Camera,-63,780375714,816391413
5707,Tablet,-65,85598316,368775382
5911,Printer,-54,200505643,150967753
17047,Tablet,-80,36853898,288770375
19387,Tablet,-95,31560660,679370308
21151,Printer,-93,627067923,505285169
4843,Tablet,-98,573961542,27449809
8950,Desktop,-92,905672668,937459813
2603,Smartwatch,-92,404173761,421367691
13208,Tablet,-90,136934468,854575878
3724,Printer,-95,501994806,829867557
18390,Laptop,-89,867298952,557960834
7785,Smartwatch,-63,298916809,446258062
16625,Tablet,-75,359932599,374110074
12538,Smart TV,-81,457883002,469954657
15582,Laptop,-97,801473058,770245786
21568,Gaming Console,-85,860131036,304102621
9447,Smart Speaker,-93,381211516,760012690
19643,Smart TV,-50,280756158,880925381
19309,Printer,-83,733711976,386944006
6068,Smartphone,-95,875452032,486106036
9431,Smart TV,-72,313566759,376329426
9645,Desktop,-74,509930524,422798158
19807,Desktop,-93,449454599,477139985
6551,Printer,-98,860040289,898412175
4960,Smart TV,-61,108234576,449341658
10770,Smart Speaker,-57,243720934,377778753
4076,Smart Speaker,-75,643414901,175538391
8700,Laptop,-55,466308146,747492658
4877,Desktop,-84,724997246,413231857
14081,Desktop,-59,969831860,95056125
15512,Smartwatch,-52,867478655,685551944
4582,Desktop,-77,893440896,213921822
21224,Laptop,-93,743627234,748735931
19256,Smartwatch,-85,181388346,29813044
19791,Smartphone,-75,686959672,285084330
5465,Smart TV,-68,823477178,848473029
9311,Tablet,-80,620739813,622421581
3332,Tablet,-69,716007306,147194212
20831,Printer,-73,357021580,776907479
17826,Tablet,-53,888613906,535724949
12507,Tablet,-88,782014644,65853157
23248,Security Camera,-62,115668803,404972534
4236,Smartphone,-51,714611971,773433118
9332,Smart TV,-85,949492289,643548922
17553,Smart TV,-95,741792447,558576527
12801,Smart TV,-88,764457554,157041973
22049,Smartphone,-91,606482487,252793310
1471,Smart TV,-83,291236380,487762105
20567,Laptop,-74,695299159,310147251
13513,Smart Speaker,-57,844953868,481576552
8846,Security Camera,-62,605382777,751037151
15284,Printer,-69,4042531,612198961
13727,Gaming Console,-56,704202920,959204233
18328,Smartwatch,-63,246565987,505240000
3777,Security Camera,-64,978897673,122832486
14635,Laptop,-73,514433068,78053081
10285,Smartwatch,-83,419749752,970236893
2434,Tablet,-70,452581706,36895203
5341,Laptop,-83,19054765,111084800
4493,Smartphone,-57,915251385,605804561
12619,Security Camera,-78,226379193,205658192
16409,Tablet,-55,297535666,546931668
14366,Tablet,-74,550137162,232235447
8544,Smartwatch,-83,662898132,390887604
11170,Printer,-80,793721732,57964527
17498,Smart TV,-94,752977621,544628976
19693,Smartwatch,-87,460882407,842859593
21747,Desktop,-94,692919586,284672238
5832,Smart TV,-88,694449036,263171624
1530,Smartphone,-65,180723223,610445763
13657,Printer,-65,708768052,595966846
15650,Printer,-71,987161359,676329799
14253,Smartwatch,-61,58118819,797264406
5374,Gaming Console,-61,430578556,923140434
806,Security Camera,-97,360165332,916006151
3722,Smart Speaker,-92,915880993,297174390
7914,Tablet,-65,43856159,100858727
4549,Printer,-91,324034123,778541348
20403,Smartwatch,-67,786246657,452984596
22017,Tablet,-83,67674782,626882632
1549,Printer,-98,707771104,148324180
13988,Smartphone,-50,510858659,244870281
20613,Smartphone,-62,600656625,762183805
5672,Smartphone,-51,384588651,345932255
830,Laptop,-56,92625955,663617817
13685,Printer,-50,934562464,183662737
1685,Desktop,-95,809175983,329080115
6609,Laptop,-65,351534205,368943211
10738,Smart TV,-91,353275228,731127179
6239,Tablet,-71,848991889,622424087
16502,Security Camera,-69,375879299,153002257
2228,Smart Speaker,-67,472083875,604283593
4516,Smartphone,-96,322714833,834855120
14853,Desktop,-50,797653411,410859629
20345,Laptop,-58,275286541,712629714
5979,Gaming Console,-76,154118892,78361457
17346,Desktop,-83,895848145,120390563
14336,Smart TV,-97,928996355,146214362
10176,Smartphone,-79,253261453,385790957
2110,Smart Speaker,-95,442737613,565297753
13078,Smartphone,-67,592773277,432703599
6771,Smartphone,-88,856769305,338523493
23437,Smartwatch,-90,781924640,402705895
12775,Laptop,-51,808457865,481837991
23651,Gaming Console,-81,352551849,451235673
8257,Tablet,-87,520597608,876791072
16905,Smart Speaker,-53,448621168,276175577
12188,Smart Speaker,-66,638832456,518617467
15525,Smartphone,-65,774743155,72941746
9367,Security Camera,-62,396057562,266359607
18786,Smart Speaker,-72,292044011,88711687
12428,Printer,-88,947155329,415413995
15042,Smart Speaker,-83,142307608,225377691
4944,Desktop,-63,408768981,890525525
22308,Laptop,-51,627433099,461158188
5588,Desktop,-98,633828817,565201947
9293,Smart Speaker,-100,806671535,972937129
17096,Printer,-60,246331503,818338534
22713,Desktop,-57,701436872,636862082
17436,Gaming Console,-80,267818409,124336151
8524,Security Camera,-97,645303032,748096181
16215,Smartphone,-68,388501015,683537335
4412,Gaming Console,-55,742206629,300759576
7158,Gaming Console,-84,654227910,255758852
7802,Printer,-62,704754153,3390869
1756,Gaming Console,-94,895194516,37478290
12017,Desktop,-84,581725822,520961191
5808,Smartphone,-100,337809841,419328741
16906,Gaming Console,-59,309911455,53726949
17551,Printer,-59,361767623,415330335
13747,Tablet,-97,264299966,962675646
9327,Printer,-59,278764556,754132657
14239,Desktop,-93,987387843,157642061
12702,Gaming Console,-61,388894444,57563960
9550,Gaming Console,-78,379404549,417686768
8241,Printer,-80,7021321,449743624
10058,Tablet,-72,211020750,485421210
21431,Security Camera,-55,555818516,6683513
20622,Laptop,-73,193902374,787476385
23151,Smart TV,-51,116106324,775070283
8434,Laptop,-89,25696539,59221132
15096,Smart TV,-65,313072446,450301724
4301,Tablet,-77,46712667,868101962
647,Gaming Console,-66,146058099,206885324
19288,Printer,-89,782881506,685683633
20316,Laptop,-76,609213473,530197072
1410,Smartwatch,-70,291174018,546291335
21119,Smart Speaker,-56,645471631,975148067
8155,Smart TV,-85,700809896,519243772
16569,Smart TV,-57,462970541,537552768
14569,Desktop,-79,973789894,988796530
11063,Security Camera,-60,982251088,261065286
6889,Tablet,-76,759281229,568100470
20428,Printer,-82,968184915,36949679
21364,Smartwatch,-87,333177430,121374629
3368,Security Camera,-87,686123210,378625522
14658,Gaming Console,-63,563158935,938875018
11985,Printer,-79,784108220,964175526
6977,Smartwatch,-89,843681403,891236464
16001,Smartphone,-61,481365861,889379503
557,Security Camera,-96,219225233,665414037
14670,Smartwatch,-54,707835242,761080795
15377,Laptop,-91,744965730,198281334
15336,Gaming Console,-91,303393607,610076522
23359,Printer,-98,590174831,29094003
12079,Gaming Console,-91,731769495,876233338
23119,Laptop,-90,801346302,370910936
12200,Laptop,-58,852198008,639177298
7848,Gaming Console,-59,604685987,278407094
2117,Smart TV,-54,179375393,387568272
1646,Tablet,-82,40288115,18612107
11746,Printer,-84,412207191,246184987
22889,Smartwatch,-70,941489898,896710420
17226,Security Camera,-96,550728894,799647755
21025,Smart Speaker,-80,169784463,633571297
23045,Smart TV,-97,516509938,765350831
1141,Tablet,-70,455828326,959654975
13669,Printer,-79,393354977,727823748
6168,Tablet,-53,74633438,129669208
17728,Tablet,-52,193185476,565505261
23664,Security Camera,-74,270386108,439100420
14136,Laptop,-83,70569189,265262565
20680,Smartwatch,-92,437664337,220542554
17873,Security Camera,-60,42636551,651138908
8543,Smartphone,-81,755011434,348675001
8156,Laptop,-80,157090164,138027897
7793,Smart TV,-91,399163257,377082313
6479,Security Camera,-95,224417636,913541184
1500,Laptop,-98,55914896,253422854
13005,Laptop,-53,334333942,106772390
23046,Security Camera,-78,996198502,340995177
2705,Desktop,-68,356837200,198712797
10776,Gaming Console,-78,615527945,456355294
14980,Printer,-51,660234667,552116256
18174,Printer,-67,477626773,393858833
20442,Smartphone,-74,543213937,470777613
21979,Laptop,-50,926906365,582625781
14713,Tablet,-86,521678517,639723401
13843,Tablet,-81,525550103,829753146
14357,Laptop,-50,732853113,821598432
15333,Smart TV,-67,488519902,974721891
12558,Security Camera,-59,470855214,547483867
8077,Smart TV,-69,319505791,454177810
11159,Printer,-85,822355427,995577623
3677,Gaming Console,-54,397819578,513867603
5643,Tablet,-60,271705283,677112271
22911,Smartwatch,-54,512911836,760358380
20285,Desktop,-53,192436589,623294310
2996,Gaming Console,-78,776733849,173860703
5863,Tablet,-73,426023992,636380478
17019,Smart Speaker,-60,995375996,690860590
19204,Tablet,-68,266839763,141032735
1133,Smart Speaker,-92,491458095,575637090
13943,Laptop,-52,962725357,572861829
19256,Smart TV,-55,494042220,312801848
8530,Tablet,-98,493382256,946726087
15303,Tablet,-79,915873551,627224218
11890,Laptop,-57,290120552,469264031
7121,Security Camera,-76,320875682,226373452
13110,Security Camera,-53,594423301,813746745
13014,Tablet,-68,71453458,642448106
12326,Smartwatch,-61,455931442,734752789
1230,Tablet,-82,371897882,788219497
15519,Laptop,-60,534918794,939779312
7025,Laptop,-72,669338563,977855119
2263,Smartwatch,-59,828649497,510143839
21070,Smart TV,-96,555786341,884736990
9229,Security Camera,-86,710270584,968086492
3601,Smartphone,-77,367693934,923544798
5491,Smartwatch,-73,445352782,857798910
11302,Security Camera,-93,560831061,951753577
14,Tablet,-55,134896301,760992991
13452,Smart TV,-72,879632540,370700342
7111,Security Camera,-64,343738734,576746887
18145,Desktop,-92,320136684,823080962
6993,Desktop,-69,696708228,986507908
8763,Smartwatch,-60,52997466,91061753
19949,Smartphone,-51,844413101,108951767
12892,Gaming Console,-73,499391960,337392387
5288,Laptop,-69,46694766,283901534
23105,Desktop,-67,388796845,218600226
17728,Smartphone,-53,88052456,828187480
16697,Desktop,-51,855403505,7611724
9637,Smartphone,-55,956806575,996639028
14122,Smartphone,-52,132291315,654538823
23656,Gaming Console,-50,141820724,265400739
2156,Smartphone,-92,316205702,446866224
14665,Printer,-86,96100099,40221648
7250,Security Camera,-66,205600514,542129651
17310,Desktop,-96,745869599,57796043
13745,Desktop,-63,332769362,564166771
15524,Printer,-78,590298653,241535248
5564,Smartphone,-78,56156110,780205049
8508,Laptop,-58,390200933,448633853
12962,Laptop,-78,119478731,538093483
1097,Desktop,-89,967969479,408087074
15275,Smartwatch,-60,127256950,229615393
14747,Tablet,-51,930880884,874442986
5741,Laptop,-89,253908769,151208300
3150,Security Camera,-98,62023173,34369550
21287,Desktop,-87,5744169,846189479
5491,Desktop,-96,476128831,659339101
23171,Smart Speaker,-79,629667838,207672527
23217,Smartwatch,-75,873877944,235353097
9381,Printer,-74,69264328,340030463
16889,Desktop,-64,988611648,524709514
11590,Printer,-88,761557612,276269267
13518,Smart Speaker,-79,861006598,923622979
8314,Smartphone,-85,465089830,257610308
14542,Smartphone,-97,584355667,177656970
7970,Smart TV,-63,109795985,28960571
19365,Smartphone,-62,171377783,225064512
6689,Desktop,-93,707888519,938898278
20980,Tablet,-66,110486283,241334507
21910,Smart TV,-50,433373991,931460091
18953,Desktop,-56,262618667,442348864
22648,Smartphone,-72,706742054,501122448
11898,Smart Speaker,-58,965839036,69711391
11976,Smartphone,-51,166734437,697007066
21606,Desktop,-94,179870089,936760090
5723,Printer,-69,65300330,495806394
21017,Smartphone,-53,438851341,942632495
9984,Smart Speaker,-63,527848509,195144366
22353,Desktop,-57,528926989,69996917
21657,Smartwatch,-64,589385657,519328652
2278,Tablet,-96,703452886,387366812
17940,Security Camera,-53,145693578,336562810
4248,Tablet,-87,365254020,379016053
12169,Desktop,-90,193143042,286853392
15880,Gaming Console,-71,220755816,688867725
14671,Smart Speaker,-73,648118013,639709919
11991,Gaming Console,-95,479055273,462894368
577,Smartwatch,-60,15712136,396014813
12088,Smart Speaker,-51,200050216,909554491
18948,Security Camera,-61,431689532,43054483
5572,Smart TV,-98,895467923,593326489
1375,Smartwatch,-55,117021903,619050552
1414,Gaming Console,-51,331621105,343557095
13058,Smartphone,-74,957135922,438797350
6828,Gaming Console,-57,988848852,856489204
16800,Desktop,-94,835567549,189176561
8798,Laptop,-89,821176167,657201705
7645,Gaming Console,-73,554458267,684526965
15311,Security Camera,-89,513635636,22466600
14776,Laptop,-50,835383316,682359814
23555,Printer,-80,952851142,97380451
8183,Laptop,-51,851084743,64908223
8397,Printer,-61,544180116,254213215
10832,Laptop,-98,802283274,477663910
17854,Smart TV,-60,357152882,225542962
3158,Smart TV,-74,294604595,381428497
3164,Desktop,-90,232722399,401880736
41,Gaming Console,-58,266985242,430022145
23081,Security Camera,-68,207782480,19699099
6596,Desktop,-60,60552545,414427635
22614,Tablet,-55,911238066,335091237
9164,Smart Speaker,-85,64414439,262801350
7896,Security Camera,-64,776893253,87766924
6094,Gaming Console,-99,866447208,707717418
5237,Printer,-95,332689025,288549374
6530,Smartwatch,-88,675824961,163230432
10443,Desktop,-72,917745703,735639614
6070,Gaming Console,-74,790014168,282994940
10363,Tablet,-59,191250058,701954089
1753,Gaming Console,-71,523840754,850151364
11034,Smartphone,-78,597211604,271329228
6106,Printer,-65,593410673,791398838
20774,Smartwatch,-86,208827510,12272762
715,Desktop,-61,769611612,116490318
19124,Tablet,-82,836512205,615350682
21336,Tablet,-55,141247209,34140831
12189,Gaming Console,-71,96307770,777460035
21897,Security Camera,-61,126406357,419482276
6789,Smartwatch,-85,518010735,535738642
1483,Desktop,-99,763437391,436814467
5590,Desktop,-98,612484799,530126135
23145,Smart Speaker,-80,369545740,952351279
20397,Desktop,-52,719049616,344324599
18777,Tablet,-58,869995393,538940011
11714,Laptop,-87,941919623,843909656
11695,Smartwatch,-88,75669395,792537545
8714,Smartwatch,-92,780962445,776110628
19336,Printer,-54,331854481,125291836
2112,Smart Speaker,-87,186472480,462912972
9635,Gaming Console,-57,122342139,456007392
6542,Smartphone,-61,801350716,153258090
18735,Smart TV,-69,298669067,723087379
8466,Security Camera,-92,376373793,526061292
4015,Smartphone,-93,867591926,168419216
23614,Laptop,-67,141369757,791585731
23283,Smart TV,-65,103688157,282445581
9988,Smart TV,-77,985764220,311411206
8516,Smart Speaker,-57,328264745,20428142
9962,Printer,-65,409668408,286300695
4668,Tablet,-89,58375392,100756365
6084,Smart TV,-79,918460969,318209836
2327,Smart TV,-79,685268961,577278200
8405,Smartwatch,-65,741640127,929420597
2555,Smartphone,-79,735133134,894226944
6112,Smart Speaker,-100,560612154,591192166
13826,Smartphone,-65,581364139,615317273
19964,Laptop,-88,118215846,466640403
18903,Tablet,-85,672738473,735524725
14715,Smartphone,-100,556450161,326944132
16339,Smartphone,-59,646818811,534357975
4618,Tablet,-100,979160907,25260422
3044,Smartwatch,-81,959324794,321753039
13396,Smartphone,-61,797794655,12012944
18827,Smartwatch,-80,719885731,119079988
361,Smart Speaker,-76,469440391,859484613
14983,Desktop,-51,488343993,562133118
13055,Smart Speaker,-82,423843755,554558133
1215,Gaming Console,-93,596456424,923531785
21378,Desktop,-71,696174357,609307331
371,Smart TV,-94,614727638,754405363
11759,Printer,-74,514502577,677849253
12693,Smart Speaker,-83,13733660,899014705
11648,Printer,-97,257368768,596888000
19677,Smartphone,-80,993623833,196579145
20422,Smartphone,-51,703686836,123536345
18931,Gaming Console,-50,671301570,717127872
18743,Smartwatch,-85,930353533,882955295
1925,Smart TV,-97,685440275,36863309
23256,Smart TV,-71,441753203,922384046
11997,Smart TV,-70,424151782,774771340
5313,Laptop,-88,985305974,353562175
7967,Smart Speaker,-79,757168495,136675206
3491,Smartphone,-81,27415118,780146960
12871,Smart TV,-54,304794594,745303902
20127,Smartphone,-94,567175835,592893714
23204,Smartwatch,-73,259172076,138150331
7524,Smart Speaker,-66,905973867,524689122
10159,Tablet,-79,959107733,506052490
10960,Laptop,-75,485066109,662549619
7238,Tablet,-90,828890676,881945529
22029,Smartwatch,-85,254558784,742845049
187,Smart Speaker,-58,884592682,856917139
14683,Desktop,-59,454433485,457254286
926,Smart Speaker,-59,81714744,368282298
1422,Gaming Console,-97,104913497,51244533
21707,Tablet,-52,984301953,483937288
6548,Smart Speaker,-86,453351918,937363995
12315,Desktop,-69,1149748,54890229
2780,Laptop,-76,427602678,63700887
15831,Smart Speaker,-86,526357818,197887180
10919,Desktop,-85,552551910,61167453
4730,Security Camera,-58,218324240,613288939
17544,Gaming Console,-76,494136994,796808642
11018,Security Camera,-88,140067109,151156152
1658,Smart TV,-68,397911857,981977053
3449,Smart TV,-88,385106750,656857038
4292,Security Camera,-58,906352918,382475187
13980,Desktop,-69,96569418,697531773
17083,Smart TV,-87,626695184,185297679
1486,Gaming Console,-78,456200737,647490328
11732,Security Camera,-70,515095703,144658451
22854,Smartwatch,-61,946458773,408727440
21150,Desktop,-68,744738459,848691834
4318,Smart Speaker,-55,599581047,610246898
18045,Security Camera,-68,171556757,318041209
23111,Smartwatch,-86,997642192,286051473
4236,Tablet,-77,182943302,674071844
12638,Smart Speaker,-95,655396585,134377002
5037,Desktop,-75,62939708,554140784
433,Printer,-55,536549587,929759404
22313,Desktop,-75,766601384,602455341
4695,Laptop,-82,386166499,855254816
9033,Smart TV,-81,580923645,89050341
12228,Smartphone,-82,644623461,924274331
22904,Smartphone,-69,424921002,645797050
15369,Smart TV,-92,708039441,569513663
16288,Smart Speaker,-93,542009137,672750480
3578,Smart Speaker,-99,596168440,138259619
5717,Tablet,-77,332087185,278468404
16102,Tablet,-83,904235165,68040292
8668,Laptop,-50,742130074,299857614
18117,Smart TV,-78,656195979,70265361
15317,Printer,-75,456427179,832214983
537,Smart Speaker,-63,808540645,530042045
4360,Smartphone,-81,506644058,500111459
21155,Tablet,-63,993673213,585983632
19816,Smartwatch,-57,72295936,762148784
15590,Smart Speaker,-76,694577133,51051960
15309,Laptop,-86,723063395,331000227
1215,Gaming Console,-57,674438252,502755917
18992,Security Camera,-88,310879697,510814525
21716,Smartwatch,-91,335733766,429191916
8394,Tablet,-55,741962922,243716058
682,Printer,-94,152606484,580768927
16213,Laptop,-95,619801929,5636293
15587,Smartphone,-77,300815242,164228880
16820,Smart Speaker,-78,812022899,599188562
16259,Printer,-75,570337103,129909421
13472,Security Camera,-74,619100585,523367588
19192,Smart TV,-88,446083650,402880410
16515,Printer,-84,197060530,948973491
20304,Printer,-77,460404887,780329658
289,Desktop,-87,142527475,295620086
15790,Desktop,-71,141370733,245327811
20116,Security Camera,-80,162361895,479154802
13368,Printer,-88,170667756,603278751
11639,Smartwatch,-79,275265480,263757232
2226,Security Camera,-73,16251136,743260550
19630,Tablet,-100,240260485,56717671
4968,Gaming Console,-91,767237406,839425866
3200,Smart TV,-62,573467118,859273157
19471,Desktop,-78,294430107,692023851
1661,Smartphone,-88,816218756,267881700
9198,Laptop,-64,642189420,332230948
10073,Smartphone,-82,273888197,865052206
2118,Laptop,-59,965620205,983229949
15815,Smart TV,-86,762767658,536286461
5336,Smart Speaker,-71,623227178,979902281
795,Smart TV,-99,860145650,254922152
14668,Security Camera,-74,396663949,397587670
18553,Security Camera,-76,655412062,866552501
2621,Laptop,-99,412566226,761485806
14011,Smartwatch,-91,690951919,150361762
8532,Smart Speaker,-59,986261342,832104480
7067,Printer,-55,933078863,611973806
20120,Tablet,-92,938383491,371395110
23098,Desktop,-68,392265320,104083236
4869,Printer,-93,343063117,25134074
10600,Printer,-69,162631658,575432733
3318,Printer,-87,213448551,558597948
21236,Desktop,-87,899493102,983315385
22552,Smartphone,-78,746123658,745766362
19352,Security Camera,-78,696377353,968408676
17066,Laptop,-86,726203570,83035075
